,text_label
"@DJSuggablack some people do shit to get shot at and then be like ""people hate me I dodge bullets"". Karma is bitch.",bullying
@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan,bullying
@DON_Le3GGG @TripleCz_3G Chatt niccas love doin dat brah,bullying
@DON_Le3GGG lol hell ya dey think a nicca down der #roadrunnin,bullying
@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31,bullying
@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh but yeah. Hate.,bullying
@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;,bullying
@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag,bullying
@D_41395 @Inwardforfun you a bitch Dennis,bullying
@D_41395 bitch don't b a hypocrite,bullying
@D_41395 cuz I was gunna smoke u out today. U a bitch tho,bullying
@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament,bullying
@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol,bullying
@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!,bullying
@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny,bullying
@DaJetlyfe my nicca,bullying
@DaJetlyfe y'all niccas spark up,bullying
@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe,nonbullying
@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit ebola boy can speak broken Spanish too lol,bullying
@Daa_Boy_Rell @sluttyboy_kush @keem_Escobar you. A bitch too,bullying
@DallyJackson I'm here now hoe,bullying
@Dalton_ryann @parkatie @blakeanderson21 I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha,bullying
@Dalton_ryann laying in bed bout to pass out 630 is gonna be a bitch,bullying
@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,bullying
@DamianHuffaker you're from a trash can,nonbullying
@DamierGenesis pulled up in that bulbasuar you know I'm bout to make yo girl pussy sore,bullying
@DamoneTheDon bitch I got some bloods dat hang in la,bullying
@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch prolly gotta lil dick,bullying
@DanLukas12 gotta keep your bitch in check,bullying
@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,nonbullying
@DangItsTiff you look like fucking shrek bitch,bullying
@DaniCim choke on bread bitch,bullying
@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day,bullying
@DanielM023 Hell na !! Hes a honky brah,bullying
@DanielSizelove @Conrad_MLG get on cunt,bullying
@DanielSizelove pussy,bullying
@DaniellaParella no I wuz just making a general statement. I've never called u a bitch,bullying
@DannyMndz93 @Titan21Mtzzz he's still a pogue though,nonbullying
@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker I need it. Can u.....,nonbullying
@DareTnzR I know these hoes ain't right,bullying
@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,bullying
@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,bullying
@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch,bullying
@DarkLiquaNigga_ nigga grow some balls and concentrate pussy!!,bullying
@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,nonbullying
@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good u mock it.,nonbullying
@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;,bullying
@Darth_Snuff I'd sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that,bullying
@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,bullying
@DatBoyRayT bitch ass nigga Rico &#128530;,bullying
@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,bullying
@DaveSwerve boy look like a Slave on that hoe,bullying
@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast,bullying
@DaveTheGayBaby No problem remembering all those quirks can be a real bitch.,bullying
@Dave_the_wavee the giants are trash...their time is over.,nonbullying
@DavetheBrave1 come over hoe,bullying
@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns,bullying
@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,bullying
"@David_H_Esq Well ""dirty bird"" could be just a middle finger since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",nonbullying
@David_Hunninck all bitches eh. hahah,bullying
@DeAdJAkE i just cant stand how people get all fucking amped about it especially whiny bitches that even get scared at it,bullying
@DeArionBASEDGOD Kendrick is not better than papoose or drake,nonbullying
@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,bullying
@DeJLoaf mixtape sell sole got some bangers!,nonbullying
@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.,bullying
@Decimate_IX Can't even spell right. You have the brain of an ape,nonbullying
@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey always a monkey Chicago idiot,bullying
@Dedicated_03 idk I gotta think about it cause them bitches small as shit,bullying
@Dedicated_03 that ugly ass picture and thanks bitch,bullying
@DeeHarris__ she might be the one DONT be a bitch,bullying
@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these bitches!!!,bullying
@DeeMayweather the fck? dem bitches always got sum shit wit them....,bullying
@DeeRay_FRESH - pussy &amp; purp.&#128514;,bullying
@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,bullying
@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,bullying
@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,bullying
@DeezNutsDoe shut your mouth you little fuckin bitch,bullying
@DeezNutsDoe you dirty little bitch,bullying
@DefendWallSt Whatever! Fuck all those assholes. They're niggers they all look alike to me.,bullying
@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. Makes bullet placement interesting thru a scope.,bullying
@DefineMEee lol tell dat white bitch I said hey,bullying
@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.,bullying
@Dem_lips_tho u knw me homie!!! show the bitches no love!!!,bullying
"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes",nonbullying
@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;,bullying
@DerringerEagle ur moms pussy died a slow death so well have good company #virgin,bullying
@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police instead of BEARING ARMS if need be!,bullying
"@DetroitChe bitches be like.. ""it means something to me""",bullying
@DetroitPlayer @prettytreazure gotta be atleast 5'10 to call me a bitch lol,bullying
@DevilElyie fag*,bullying
@DevilFzyq @DevilElyie @TehDevilClan shut up fag,bullying
@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,nonbullying
@DezzzyBo Lol that nigga a real retard,bullying
@DgkAdriann shes a bad bitch,bullying
@DickDankstardly did you smile like a retard when you were a kid? It took me till like 5th grade before I learned how to naturally smile,bullying
@Dietcarmel @JLewyville &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they ain't for me,bullying
@Dietrich1892 I'll show up and chug a beer or 8,nonbullying
@DiggyRoZay she the only bitch that stayed loyal &#128554; she a keeper bro,bullying
@DiggzTBLB ; bitch.. What? http://t.co/OcsuDvN5hy,bullying
"@DignifiedPurity LMAOOO @ ""black fag""..... why did I misread that??... I'm blocking you",bullying
@Digo13Nieto thanks little fag &#128536;,bullying
@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,bullying
@DimelouXaOh keeping these hoes happy,bullying
@DimitriCrossin bitch ass,bullying
@DinoLich Don't yell at me I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.,nonbullying
@DionPrimo The soul has departed from the train.There's no more soul in music.Just hunger for bitches money and fame.,bullying
@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,bullying
@Dirrttyydan lmaoo my phone autocorrect like a bitch..,bullying
@DirtyEaffiliate he loves juggling it all around it... he loves the fast life im sure hes already grinded on amcon hoes as well,bullying
@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe merry Christmas,nonbullying
@DividendMaster obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.,bullying
@DizzyBala @JamesWinfield hey now don't diss my basketball hoe.,bullying
@DizzyBala @jmattear awww dis sellout nigguh still talking.,bullying
@DizzyBala God awful and that dude is Dorian / eggplant black.,nonbullying
@DizzyBala man both them get around a lot bunch of hoes.,bullying
@DizzyBala whoa calling me a cunt?,bullying
@DjChubbESwagg this like a retarded wu-tang clan,bullying
@Djlouis12 at my club ho (;,bullying
@DoItLikeJaye_ - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;,bullying
@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,nonbullying
@DolanGang beans u beaner?,bullying
@DolanGang you wouldn't know fag,bullying
@DolfyAdolf Y'all gots betta machinery fo dat. Hanger be ghetto,nonbullying
@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe fit and all.,bullying
@DomWorldPeace Oh nab.. Def not that easy. You may not know nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure.,bullying
@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level,nonbullying
"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",bullying
@Doop_3 lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya,bullying
@DopeBoy_Pollo &#128514; wassup pussy,bullying
@DopeKorean lmfao putting on for twitter i see fat bitch,bullying
@DoubleAIV just watch bitch nigga u gonna want the whole team dead,bullying
@DougBenson hey you bitch you should get the @lucasbros on your show. They'd be perfect for it! I'm kidding about the bitch part.,bullying
@DoughBoyFreco hahahhaha he had mad bitches &#128514;&#128514;&#128514;&#128514;,bullying
@Dougherty06 my apologies... Oh wait it's my fucking birthday bitch &#128521;,bullying
@DouneAldy what are you doing tonight pussy?,bullying
@DrMalvo I likes it back dare. It's free fo me cause whitey pay da fee,bullying
"@DrMalvo @_Rotten__ Who is da ""we"" whitey?",bullying
@Drake thank you for the lyrics these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick,bullying
@Dranumaya wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real,bullying
@Dre_Day200 bitch,bullying
@Dre_Day200 nig nog,bullying
@Dre_thinks lol lil bitch,bullying
@Dre_thinks that damn coach ain't never called back bitch ass,bullying
@DreadHeadxx bitch hallon,bullying
@DrewHelms21 I know right so much retard,bullying
@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,bullying
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,bullying
@DriveMy_Lexis yasssss bitch yasssss &#128525;,bullying
@Druggzz_ Its gonna bring it down though unless its turning into a welt already like a bubble wit pussy. Gotta pop it an it'll be gone,bullying
@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good,bullying
@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street,nonbullying
@Dswizzle3 bitch i dont even look like that keep talking and we going to fight,bullying
@Dswizzle3 bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy,bullying
@Dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap u couldn't rap if your life depend on it,bullying
@Dswizzle3 naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere,bullying
@Dswizzle3 oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black,bullying
@Dswizzle3 yea thats what i thought pussy boy u r a fucking thot,bullying
@Duckin_Fope thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.,bullying
@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.,bullying
@DustinHooper225 should be lol lil bitch,bullying
@DutchBrosPlease you're welcome I miss you too nig nog,bullying
@DylanKwinnn should be going to free birds anyways,nonbullying
@EASPORTSFIFA next update would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO,nonbullying
@EGP_Guamo @SonicBoomBrad I'm assuming it would look something like a bitch slap and a Dickpunch,bullying
